CustomerID,LiveRiskScore,LivePrediction,ActualChurn,LiveSegment
50196,76.77042,1,0,9
54750,77.02725,1,1,9
52748,77.37404,1,0,9
52174,77.52955,1,1,9
50298,78.79088,1,1,9
53286,78.79807,1,1,9
54127,79.20354,1,0,9
54202,79.225914,1,0,9
51585,79.29299,1,1,9
50008,79.94073,1,1,9
55273,80.58824,1,1,9
50093,80.60441,1,1,9
54957,80.858215,1,1,9
55222,81.64186,1,0,9
55200,82.603004,1,1,9
53631,82.60936,1,1,9
54775,82.658806,1,1,9
50815,83.27082,1,1,9
50861,83.27178,1,1,9
51768,83.38751,1,1,9
55499,83.649216,1,1,9
54940,83.82736,1,1,9
52203,83.946045,1,1,9
53937,84.35387,1,1,9
55407,84.35387,1,1,9
53707,84.995094,1,1,9
55177,84.995094,1,1,9
54203,85.01592,1,1,9
53487,85.22245,1,1,9
52009,85.326614,1,1,9
53277,85.75917,1,0,9
53619,86.092545,1,1,9
55018,86.35385,1,1,9
54425,86.38694,1,1,9
54400,86.544426,1,1,9
51346,86.98332,1,1,9
54746,87.07717,1,1,9
54893,87.08627,1,1,9
50193,87.14402,1,1,9
50576,87.32517,1,1,9
55244,88.116974,1,1,9
51510,88.38783,1,0,9
50444,88.46727,1,1,9
53008,88.503555,1,1,9
50297,88.68946,1,1,9
54378,88.80417,1,1,9
51328,89.203514,1,1,9
54817,89.30161,1,1,9
54756,89.43987,1,1,9
52184,89.486,1,1,9
50988,89.64683,1,1,9
50718,90.001526,1,1,9
50484,90.402374,1,1,9
51388,90.56677,1,1,9
53112,91.15965,1,1,9
50471,91.37215,1,1,9
53299,91.674385,1,1,9
54366,91.91245,1,1,9
50058,92.288246,1,1,9
51528,92.288246,1,1,9
52550,92.703896,1,1,9
53259,92.90434,1,1,9
52827,92.97849,1,1,9
51214,93.001854,1,1,9
55182,93.056725,1,1,9
53797,93.38857,1,1,9
54215,93.54533,1,0,9
54953,93.58813,1,1,9
55332,93.64549,1,1,9
53305,93.707344,1,1,9
52006,93.77693,1,1,10
50162,93.85552,1,1,10
55473,93.87318,1,1,10
52569,93.93729,1,1,10
50355,94.00904,1,1,10
54962,94.17622,1,1,10
51318,94.31499,1,1,10
50258,94.33619,1,1,10
51728,94.33619,1,1,10
52123,94.36233,1,1,10
50474,94.45722,1,1,10
52788,94.565735,1,1,10
52741,94.67105,1,1,10
55622,94.78825,1,1,10
50014,94.83946,1,1,10
54910,94.90914,1,1,10
55314,95.022446,1,1,10
50140,95.198586,1,1,10
50768,95.21295,1,1,10
51673,95.5306,1,1,10
50013,95.535736,1,1,10
50244,95.60787,1,1,10
50655,95.763954,1,1,10
50536,95.77157,1,1,10
52159,95.77343,1,1,10
55217,95.81179,1,1,10
53676,95.84564,1,1,10
54913,95.87404,1,1,10
52456,96.09281,1,1,10
52977,96.0978,1,1,10
51173,96.11496,1,1,10
52920,96.13713,1,1,10
55271,96.23124,1,1,10
53276,96.238014,1,1,10
52835,96.25292,1,1,10
52950,96.30996,1,1,10
50461,96.36963,1,1,10
50512,96.38585,1,1,10
54454,96.474495,1,1,10
53727,96.4927,1,1,10
55451,96.51782,1,1,10
52098,96.84569,1,1,10
54365,96.976715,1,1,10
52015,97.190125,1,1,10
51043,97.252884,1,1,10
50080,97.29548,1,1,10
50959,97.34667,1,1,10
52617,97.39144,1,1,10
50569,97.503006,1,1,10
53527,97.614525,1,1,10
52721,97.772316,1,1,10
52513,97.90697,1,1,10
50582,97.93545,1,1,10
52052,97.93545,1,1,10
51157,97.946266,1,1,10
54182,97.98305,1,1,10
53384,98.0796,1,1,10
51550,98.11654,1,1,10
53671,98.1888,1,1,10
54263,98.29069,1,1,10
53698,98.30252,1,1,10
53666,98.31855,1,1,10
50438,98.34478,1,1,10
52077,98.35038,1,1,10
51133,98.364815,1,1,10
50416,98.40106,1,1,10
53397,98.4783,1,1,10
55362,98.57584,1,1,10
53749,98.60728,1,1,10
50261,98.67373,1,1,10
54601,98.699394,1,1,10
51012,98.703995,1,1,10
52343,98.73913,1,1,10
54870,98.78742,1,1,10
54293,98.78785,1,1,10
52126,98.82789,1,1,10
52423,98.95527,1,1,10
52582,98.95588,1,1,10
50199,98.98819,1,1,10
50329,99.08018,1,1,10
52353,99.0858,1,1,10
50808,99.10844,1,1,10
51457,99.11991,1,1,10
55434,99.13481,1,1,10
50888,99.1437,1,1,10
55540,99.15377,1,1,10
55107,99.182205,1,1,10
55398,99.21406,1,1,10
54806,99.221535,1,1,10
50607,99.28974,1,1,10
51517,99.309265,1,1,10
51215,99.41318,1,1,10
51348,99.48713,1,1,10
55347,99.50418,1,1,10
50933,99.52136,1,1,10
50944,99.551384,1,1,10
51038,99.559204,1,1,10
53069,99.58465,1,1,10
54923,99.58623,1,1,10
55229,99.62941,1,1,10
53126,99.65952,1,1,10
52094,99.71934,1,1,10
50936,99.72026,1,1,10
53751,99.781525,1,1,10
55173,99.79491,1,1,10
51473,99.80001,1,1,10
53697,99.850426,1,1,10
54990,99.866394,1,1,10
50339,99.87617,1,1,10
51803,99.97263,1,1,10
54618,99.98221,1,1,10
54288,99.98429,1,1,10
54023,99.986626,1,1,10
