,CustomerID,ActualChurn,PredictedChurn,RiskScore,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,SegmentNumber,RiskSegment,Decile,StaticAction,SelectedAction,MarketingMessageRequired,ComplaintHistoryFlag,ServiceReviewStatus,MessageTheme,OfferDetailsRequired,OfferDetailsAvailable,MessagePreparationStatus,ScenarioSelectedSuccessPercent,ScenarioStaticSuccessPercent
287,53367,0,0,0.28551382,9.0,Mobile Phone,1,28.0,Debit Card,Female,3.0,4,Laptop & Accessory,2,Divorced,3,1,26.0,1.0,2.0,8.0,165.14,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,True,Geçmiş şikâyetin durumu kontrol edilmeli,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
288,53101,0,0,0.28931814,4.0,Mobile Phone,1,9.0,Debit Card,Female,3.0,6,Laptop & Accessory,2,Single,4,0,21.0,1.0,2.0,3.0,185.91,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
289,52677,0,0,0.29229188,21.0,Mobile Phone,1,16.0,Debit Card,Male,3.0,4,Others,4,Married,5,0,,3.0,12.0,9.0,296.65,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
290,53983,0,0,0.29347244,13.0,Computer,3,27.0,Debit Card,Male,3.0,4,Laptop & Accessory,1,Married,4,0,19.0,2.0,3.0,3.0,166.27,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
291,50553,0,0,0.29446948,22.0,Mobile Phone,1,14.0,UPI,Female,2.0,3,Fashion,4,Divorced,5,0,11.0,0.0,1.0,7.0,174.03,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
292,55189,0,0,0.29668897,15.0,Phone,1,12.0,Credit Card,Male,3.0,2,Mobile Phone,3,Married,4,1,13.0,1.0,2.0,4.0,146.27,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,True,Geçmiş şikâyetin durumu kontrol edilmeli,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
293,50187,0,0,0.29748175,18.0,Computer,1,13.0,Debit Card,Male,3.0,3,Fashion,5,Married,2,0,18.0,5.0,9.0,11.0,152.1,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
294,53300,0,0,0.29765183,17.0,Mobile Phone,1,21.0,Debit Card,Male,4.0,4,Grocery,5,Divorced,8,0,,2.0,2.0,1.0,296.59,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
295,52867,0,0,0.30025354,7.0,Mobile Phone,1,9.0,Debit Card,Male,3.0,4,Mobile Phone,2,Single,2,0,15.0,1.0,2.0,3.0,150.0,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
296,51847,0,0,0.30178046,,Computer,1,9.0,CC,Female,3.0,3,Mobile,3,Married,2,0,20.0,1.0,1.0,0.0,120.83000000000001,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
297,52766,0,0,0.30540615,14.0,Phone,1,7.0,Debit Card,Male,,3,Mobile,1,Married,4,0,22.0,0.0,1.0,0.0,127.82,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
298,54982,0,0,0.30583373,23.0,Mobile Phone,3,15.0,Cash on Delivery,Male,3.0,5,Grocery,4,Married,8,0,18.0,2.0,,4.0,256.2,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
299,55022,0,0,0.30947822,20.0,Mobile Phone,3,9.0,E wallet,Female,4.0,4,Grocery,5,Married,10,0,,7.0,16.0,10.0,295.48,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
300,50218,0,0,0.310433,4.0,Mobile Phone,1,13.0,Credit Card,Female,2.0,3,Fashion,2,Single,2,1,14.0,2.0,4.0,10.0,171.43,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,True,Geçmiş şikâyetin durumu kontrol edilmeli,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
301,50756,0,0,0.31391346,5.0,Computer,1,19.0,UPI,Female,,4,Mobile,4,Divorced,2,0,20.0,0.0,2.0,2.0,127.43,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
302,51407,0,0,0.31701773,11.0,Computer,1,,Debit Card,Female,2.0,3,Laptop & Accessory,1,Single,2,0,11.0,6.0,9.0,9.0,124.06,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
303,52474,0,0,0.32089806,9.0,Computer,1,12.0,Debit Card,Male,3.0,1,Laptop & Accessory,5,Married,4,1,13.0,0.0,1.0,2.0,155.62,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,True,Geçmiş şikâyetin durumu kontrol edilmeli,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
304,50206,0,0,0.3220523,16.0,Computer,1,16.0,Debit Card,Female,2.0,4,Laptop & Accessory,3,Married,2,0,11.0,0.0,1.0,0.0,152.57,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
305,51597,0,0,0.3233617,12.0,Computer,1,8.0,Cash on Delivery,Female,3.0,3,Fashion,3,Single,1,0,25.0,6.0,11.0,,209.38,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
306,52877,0,0,0.32371432,14.0,Mobile Phone,1,11.0,Credit Card,Female,3.0,4,Others,3,Divorced,3,0,,1.0,10.0,10.0,315.33,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
307,51296,0,0,0.32532352,14.0,Phone,1,6.0,Debit Card,Male,,3,Mobile,1,Married,4,0,22.0,0.0,1.0,0.0,127.82,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
308,52797,0,0,0.3271354,11.0,Mobile Phone,3,16.0,Debit Card,Female,3.0,3,Laptop & Accessory,1,Married,2,0,11.0,0.0,1.0,9.0,153.43,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
309,51651,0,0,0.32957304,9.0,Computer,1,30.0,Debit Card,Female,2.0,3,Laptop & Accessory,4,Married,8,0,15.0,1.0,1.0,8.0,156.74,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
310,50675,0,0,0.3309318,15.0,Mobile Phone,1,8.0,Credit Card,Male,2.0,3,Grocery,5,Divorced,1,0,17.0,,13.0,7.0,276.65,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
311,52280,0,0,0.33240354,,Phone,1,7.0,CC,Female,2.0,3,Mobile,4,Single,2,0,18.0,1.0,2.0,1.0,120.96000000000001,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
312,50896,0,0,0.3331518,20.0,Phone,1,6.0,COD,Male,3.0,3,Mobile,2,Divorced,8,0,12.0,1.0,1.0,2.0,134.2,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
313,54468,0,0,0.33726063,12.0,Mobile Phone,1,32.0,Debit Card,Female,3.0,5,Fashion,4,Married,5,0,18.0,1.0,,2.0,245.61,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
314,53449,0,0,0.3374825,31.0,Mobile Phone,3,7.0,Cash on Delivery,Male,4.0,4,Fashion,2,Divorced,5,1,15.0,1.0,,5.0,244.04000000000002,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,True,Geçmiş şikâyetin durumu kontrol edilmeli,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
315,51095,0,0,0.33830196,2.0,Phone,1,15.0,CC,Female,,3,Mobile,3,Married,10,0,17.0,1.0,1.0,2.0,129.74,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
316,53029,0,0,0.33889586,4.0,Mobile Phone,3,12.0,E wallet,Female,2.0,5,Laptop & Accessory,3,Married,3,0,14.0,1.0,2.0,3.0,186.18,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
317,51544,0,0,0.34535202,11.0,Mobile Phone,1,8.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Married,10,0,14.0,1.0,1.0,0.0,165.53,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
318,52145,0,0,0.34812915,15.0,Mobile Phone,1,8.0,Credit Card,Male,2.0,3,Grocery,5,Married,1,0,17.0,,13.0,7.0,276.65,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
319,53514,0,0,0.34990147,3.0,Computer,1,17.0,Debit Card,Female,4.0,4,Mobile Phone,4,Married,2,0,15.0,2.0,2.0,2.0,157.91,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
320,52128,0,0,0.3516606,3.0,Mobile Phone,1,26.0,UPI,Male,2.0,3,Laptop & Accessory,5,Married,1,0,15.0,0.0,1.0,2.0,199.57,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
321,53432,0,0,0.351808,16.0,Mobile Phone,3,12.0,E wallet,Male,3.0,4,Others,3,Divorced,8,0,,1.0,2.0,1.0,308.03,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
322,54455,0,0,0.35201553,11.0,Computer,1,16.0,Credit Card,Male,3.0,4,Mobile Phone,1,Married,3,1,13.0,1.0,2.0,3.0,148.26,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,True,Geçmiş şikâyetin durumu kontrol edilmeli,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
323,54512,0,0,0.3523663,6.0,Phone,1,9.0,Credit Card,Female,4.0,4,Mobile Phone,4,Married,3,0,14.0,1.0,2.0,8.0,148.7,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
324,55541,0,0,0.35422948,9.0,Mobile Phone,3,25.0,Credit Card,Male,4.0,4,Laptop & Accessory,5,Married,2,0,17.0,2.0,2.0,5.0,180.61,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
325,51773,0,0,0.35434678,30.0,Computer,3,34.0,E wallet,Female,3.0,4,Fashion,5,Married,5,0,19.0,3.0,13.0,11.0,202.66,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
326,50247,0,0,0.35593942,,Phone,1,29.0,Debit Card,Male,2.0,3,Mobile,2,Single,10,0,16.0,1.0,1.0,2.0,122.00999999999999,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
327,55437,0,0,0.3567279,11.0,Mobile Phone,3,16.0,E wallet,Male,3.0,5,Laptop & Accessory,4,Married,3,0,15.0,2.0,2.0,4.0,166.89,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
328,52381,0,0,0.36479464,,Phone,2,14.0,CC,Female,3.0,1,Mobile,4,Single,10,0,18.0,1.0,1.0,2.0,121.09,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
329,51476,0,0,0.36630872,16.0,Computer,1,34.0,Credit Card,Female,3.0,1,Mobile Phone,3,Single,5,0,12.0,0.0,1.0,2.0,147.39,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
330,54499,0,0,0.367276,4.0,Mobile Phone,3,12.0,E wallet,Female,2.0,5,Laptop & Accessory,3,Married,3,0,14.0,2.0,2.0,3.0,186.18,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
331,51968,0,0,0.36746174,5.0,Phone,3,19.0,Debit Card,Male,3.0,3,Laptop & Accessory,1,Married,3,0,11.0,0.0,1.0,3.0,144.03,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
332,52565,0,0,0.37474263,2.0,Phone,1,15.0,CC,Female,,3,Mobile,3,Married,10,0,17.0,0.0,1.0,2.0,129.74,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
333,50949,0,0,0.37534603,1.0,Mobile Phone,1,35.0,Debit Card,Male,3.0,5,Laptop & Accessory,4,Divorced,2,0,14.0,1.0,1.0,7.0,165.49,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
334,51672,0,0,0.37594995,12.0,Computer,1,13.0,Credit Card,Male,2.0,4,Others,1,Married,2,0,,6.0,13.0,3.0,292.72,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
335,52864,0,0,0.37977755,4.0,Computer,1,16.0,Credit Card,Male,4.0,4,Laptop & Accessory,5,Married,3,0,12.0,1.0,7.0,11.0,155.72,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
336,54984,0,0,0.38130248,3.0,Computer,1,17.0,Debit Card,Female,4.0,4,Mobile Phone,4,Married,2,0,15.0,1.0,2.0,2.0,157.91,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
337,54498,0,0,0.3844366,3.0,Mobile Phone,1,16.0,UPI,Male,2.0,5,Mobile Phone,1,Single,2,0,18.0,2.0,3.0,3.0,164.83,3,3 - Düşük Risk,8,Etkileşim Mesajı,Aksiyon Yok,False,False,Geçmiş şikâyet işareti yok,Pazarlama Mesajı Üretilmeyecek,False,False,Pazarlama mesajı gerekmiyor,65.0,57.99999999999999
338,55350,0,0,0.38459253,7.0,Mobile Phone,3,9.0,Credit Card,Male,4.0,4,Laptop & Accessory,1,Married,3,0,15.0,2.0,2.0,5.0,180.05,4,4 - Düşük-Orta Risk,7,Etkileşim Mesajı,Etkileşim Mesajı,True,False,Geçmiş şikâyet işareti yok,Yeniden Etkileşim,False,False,Genel iletişim taslağı hazırlanabilir,65.0,65.0
339,54532,0,0,0.38514045,3.0,Phone,1,30.0,Debit Card,Male,3.0,4,Mobile Phone,1,Single,11,0,17.0,1.0,2.0,3.0,147.01,4,4 - Düşük-Orta Risk,7,Etkileşim Mesajı,Etkileşim Mesajı,True,False,Geçmiş şikâyet işareti yok,Yeniden Etkileşim,False,False,Genel iletişim taslağı hazırlanabilir,65.0,65.0
340,53517,0,0,0.3882951,12.0,Mobile Phone,2,7.0,UPI,Male,3.0,2,Mobile Phone,3,Divorced,3,0,14.0,2.0,6.0,1.0,153.44,4,4 - Düşük-Orta Risk,7,Etkileşim Mesajı,Etkileşim Mesajı,True,False,Geçmiş şikâyet işareti yok,Yeniden Etkileşim,False,False,Genel iletişim taslağı hazırlanabilir,65.0,65.0
341,54320,0,0,0.3898773,8.0,Computer,3,9.0,E wallet,Female,4.0,4,Mobile Phone,3,Married,8,0,19.0,1.0,2.0,3.0,147.31,4,4 - Düşük-Orta Risk,7,Etkileşim Mesajı,Etkileşim Mesajı,True,False,Geçmiş şikâyet işareti yok,Yeniden Etkileşim,False,False,Genel iletişim taslağı hazırlanabilir,65.0,65.0
342,55143,0,0,0.39013174,12.0,Computer,1,14.0,Debit Card,Male,3.0,2,Mobile Phone,3,Married,3,0,12.0,1.0,2.0,4.0,151.1,4,4 - Düşük-Orta Risk,7,Etkileşim Mesajı,Etkileşim Mesajı,True,False,Geçmiş şikâyet işareti yok,Yeniden Etkileşim,False,False,Genel iletişim taslağı hazırlanabilir,65.0,65.0
343,53475,0,0,0.3944987,12.0,Mobile Phone,1,24.0,Debit Card,Female,4.0,5,Fashion,3,Divorced,2,0,19.0,1.0,2.0,,213.23,4,4 - Düşük-Orta Risk,7,Etkileşim Mesajı,Etkileşim Mesajı,True,False,Geçmiş şikâyet işareti yok,Yeniden Etkileşim,False,False,Genel iletişim taslağı hazırlanabilir,65.0,65.0
344,51658,0,0,0.3945347,4.0,Phone,1,8.0,Debit Card,Male,,3,Mobile,1,Married,1,1,18.0,2.0,2.0,2.0,126.94999999999999,4,4 - Düşük-Orta Risk,7,Etkileşim Mesajı,Etkileşim Mesajı,True,True,Geçmiş şikâyetin durumu kontrol edilmeli,Empatik Şikâyet Yaklaşımı,False,False,Genel iletişim taslağı hazırlanabilir,65.0,65.0
345,54778,0,0,0.3955781,18.0,Mobile Phone,1,11.0,Credit Card,Male,3.0,4,Laptop & Accessory,4,Single,11,0,13.0,2.0,3.0,4.0,184.33,4,4 - Düşük-Orta Risk,7,Etkileşim Mesajı,Etkileşim Mesajı,True,False,Geçmiş şikâyet işareti yok,Yeniden Etkileşim,False,False,Genel iletişim taslağı hazırlanabilir,65.0,65.0
346,53002,0,0,0.398203,19.0,Computer,1,14.0,Debit Card,Male,4.0,4,Fashion,5,Married,3,0,19.0,6.0,10.0,12.0,177.1,4,4 - Düşük-Orta Risk,7,Etkileşim Mesajı,Etkileşim Mesajı,True,False,Geçmiş şikâyet işareti yok,Yeniden Etkileşim,False,False,Genel iletişim taslağı hazırlanabilir,65.0,65.0
347,50516,0,0,0.4064675,0.0,Computer,1,10.0,Debit Card,Male,,4,Mobile,2,Divorced,1,0,17.0,0.0,3.0,4.0,131.62,4,4 - Düşük-Orta Risk,7,Etkileşim Mesajı,Etkileşim Mesajı,True,False,Geçmiş şikâyet işareti yok,Yeniden Etkileşim,False,False,Genel iletişim taslağı hazırlanabilir,65.0,65.0
348,52591,0,0,0.40758342,,Computer,2,16.0,CC,Male,2.0,3,Mobile,1,Married,1,0,14.0,0.0,2.0,1.0,121.44999999999999,4,4 - Düşük-Orta Risk,7,Etkileşim Mesajı,Etkileşim Mesajı,True,False,Geçmiş şikâyet işareti yok,Yeniden Etkileşim,False,False,Genel iletişim taslağı hazırlanabilir,65.0,65.0
349,52116,0,0,0.409404,19.0,Mobile Phone,1,6.0,Credit Card,Male,2.0,3,Others,1,Married,10,0,,1.0,2.0,2.0,296.27,4,4 - Düşük-Orta Risk,7,Etkileşim Mesajı,Etkileşim Mesajı,True,False,Geçmiş şikâyet işareti yok,Yeniden Etkileşim,False,False,Genel iletişim taslağı hazırlanabilir,65.0,65.0
350,51282,0,0,0.41079098,27.0,Phone,1,16.0,Credit Card,Female,3.0,3,Laptop & Accessory,5,Single,7,1,19.0,0.0,1.0,4.0,144.4,4,4 - Düşük-Orta Risk,7,Etkileşim Mesajı,Etkileşim Mesajı,True,True,Geçmiş şikâyetin durumu kontrol edilmeli,Empatik Şikâyet Yaklaşımı,False,False,Genel iletişim taslağı hazırlanabilir,65.0,65.0
351,52750,0,0,0.41084772,15.0,Computer,1,29.0,Debit Card,Male,2.0,4,Laptop & Accessory,3,Single,2,0,12.0,3.0,3.0,7.0,143.32,4,4 - Düşük-Orta Risk,7,Etkileşim Mesajı,Etkileşim Mesajı,True,False,Geçmiş şikâyet işareti yok,Yeniden Etkileşim,False,False,Genel iletişim taslağı hazırlanabilir,65.0,65.0
352,53992,0,0,0.41085207,31.0,Computer,3,9.0,Credit Card,Male,3.0,4,Grocery,4,Married,6,0,23.0,11.0,15.0,15.0,25.0,4,4 - Düşük-Orta Risk,7,Etkileşim Mesajı,Etkileşim Mesajı,True,False,Geçmiş şikâyet işareti yok,Yeniden Etkileşim,False,False,Genel iletişim taslağı hazırlanabilir,65.0,65.0
353,53889,0,0,0.42316616,7.0,Computer,3,23.0,Debit Card,Female,3.0,4,Laptop & Accessory,1,Married,3,1,26.0,1.0,2.0,3.0,178.68,4,4 - Düşük-Orta Risk,7,Etkileşim Mesajı,Etkileşim Mesajı,True,True,Geçmiş şikâyetin durumu kontrol edilmeli,Empatik Şikâyet Yaklaşımı,False,False,Genel iletişim taslağı hazırlanabilir,65.0,65.0
354,52922,0,0,0.42522302,16.0,Mobile Phone,1,11.0,Cash on Delivery,Male,3.0,4,Others,2,Divorced,3,0,,1.0,12.0,16.0,317.32,4,4 - Düşük-Orta Risk,7,Etkileşim Mesajı,Etkileşim Mesajı,True,False,Geçmiş şikâyet işareti yok,Yeniden Etkileşim,False,False,Genel iletişim taslağı hazırlanabilir,65.0,65.0
355,52489,0,0,0.4296927,18.0,Computer,3,32.0,E wallet,Male,2.0,4,Laptop & Accessory,5,Married,2,0,15.0,3.0,4.0,5.0,143.85,4,4 - Düşük-Orta Risk,7,Etkileşim Mesajı,Etkileşim Mesajı,True,False,Geçmiş şikâyet işareti yok,Yeniden Etkileşim,False,False,Genel iletişim taslağı hazırlanabilir,65.0,65.0
356,53031,0,0,0.43013278,11.0,Mobile Phone,1,12.0,Credit Card,Male,4.0,4,Laptop & Accessory,2,Married,9,0,17.0,1.0,2.0,5.0,188.47,4,4 - Düşük-Orta Risk,7,Etkileşim Mesajı,Etkileşim Mesajı,True,False,Geçmiş şikâyet işareti yok,Yeniden Etkileşim,False,False,Genel iletişim taslağı hazırlanabilir,65.0,65.0
